"","strain","hit_score.rplB","hit_id.rplB","description.rplB"
"960","Sphingopyxis_bauzanensis",416.7,"NZ_NISK01000001.1_543/1-282","Sphingopyxis_bauzanensis_rplB"
"961","Sporosarcina_koreensis",485.9,"NZ_LN651335.1_247/1-275","Sporosarcina_koreensis_rplB"
"962","Staphylococcus_arlettae",475.4,"NZ_UGZE01000001.1_693/1-277","Staphylococcus_arlettae_rplB"
"963","Staphylococcus_aureus",482,"NC_007795.1_2166/1-277","Staphylococcus_aureus_rplB"
"964","Staphylococcus_auricularis",479.7,"NZ_CP065712.1_580/1-277","Staphylococcus_auricularis_rplB"
"965","Staphylococcus_capitis",479.2,"NZ_JAJGBF010000002.1_472/1-276","Staphylococcus_capitis_rplB"
"966","Staphylococcus_caprae",480.2,"NZ_AP018587.1_710/1-276","Staphylococcus_caprae_rplB"
"967","Staphylococcus_cohnii",474.8,"NZ_UHDA01000001.1_732/1-277","Staphylococcus_cohnii_rplB"
"968","Staphylococcus_condimenti",478.3,"NZ_CP018776.1_788/1-276","Staphylococcus_condimenti_rplB"
"969","Staphylococcus_epidermidis",479.9,"NZ_CP035288.1_674/1-277","Staphylococcus_epidermidis_rplB"
"970","Staphylococcus_equorum",471.4,"NZ_CP066013.1_396/1-278","Staphylococcus_equorum_rplB"
"971","Staphylococcus_gallinarum",478.2,"NZ_CP086207.1_1903/1-277","Staphylococcus_gallinarum_rplB"
"972","Staphylococcus_haemolyticus",481.4,"NZ_CP013911.1_1713/1-277","Staphylococcus_haemolyticus_rplB"
"973","Staphylococcus_hominis",480.3,"NZ_CP033732.1_1445/1-276","Staphylococcus_hominis_rplB"
"974","Staphylococcus_intermedius",476.2,"NZ_UHDP01000003.1_765/1-276","Staphylococcus_intermedius_rplB"
"975","Staphylococcus_kloosii",478.6,"NZ_CP027846.1_955/1-278","Staphylococcus_kloosii_rplB"
"976","Staphylococcus_lentus",473.5,"NZ_JAEUBJ010000006.1_149/1-277","Staphylococcus_lentus_rplB"
"977","Staphylococcus_lugdunensis",480.7,"NZ_CP014022.1_2060/1-276","Staphylococcus_lugdunensis_rplB"
"978","Staphylococcus_nepalensis",474.8,"NZ_CP017466.1_823/1-278","Staphylococcus_nepalensis_rplB"
"979","Staphylococcus_pasteuri",479.1,"NZ_CP067014.1_642/1-277","Staphylococcus_pasteuri_rplB"
"980","Staphylococcus_pettenkoferi",481.5,"NZ_CP022096.2_982/1-278","Staphylococcus_pettenkoferi_rplB"
"981","Staphylococcus_saccharolyticus",480.3,"NZ_CP068029.1_833/1-277","Staphylococcus_saccharolyticus_rplB"
"982","Staphylococcus_saprophyticus",478.8,"NZ_CP031196.1_717/1-277","Staphylococcus_saprophyticus_rplB"
"983","Staphylococcus_schleiferi",476.2,"NZ_CABKRV010000002.1_759/1-276","Staphylococcus_schleiferi_rplB"
"984","Staphylococcus_sciuri",480.1,"NZ_CP022046.2_451/1-277","Staphylococcus_sciuri_rplB"
"985","Staphylococcus_simulans",478.8,"NZ_QXUU01000007.1_116/1-276","Staphylococcus_simulans_rplB"
"986","Staphylococcus_succinus",478,"NZ_CP018199.1_2524/1-277","Staphylococcus_succinus_rplB"
"987","Staphylococcus_warneri",480.2,"NZ_CP032159.1_658/1-277","Staphylococcus_warneri_rplB"
"988","Staphylococcus_xylosus",478.2,"NZ_CP008724.1_700/1-277","Staphylococcus_xylosus_rplB"
"989","Stenotrophomonas_maltophilia",459.6,"NZ_LS483377.1_771/1-274","Stenotrophomonas_maltophilia_rplB"
"990","Stenotrophomonas_rhizophila",461.3,"NZ_CP007597.1_3142/1-274","Stenotrophomonas_rhizophila_rplB"
"991","Stoquefichus_massiliensis",460.7,"NZ_HG005300.1_40/1-276","Stoquefichus_massiliensis_rplB"
"992","Streptococcus-thermophilus-LMD-9-MAF-2",473,"1_2154/1-277","Streptococcus-thermophilus-LMD-9-MAF-2_rplB"
"993","Streptococcus_agalactiae",470.1,"NZ_CP012480.1_60/1-277","Streptococcus_agalactiae_rplB"
"994","Streptococcus_alactolyticus",472.4,"NZ_JAAXMT010000006.1_29/1-276","Streptococcus_alactolyticus_rplB"
"995","Streptococcus_anginosus",467.4,"NZ_CP012805.1_1751/1-277","Streptococcus_anginosus_rplB"
"996","Streptococcus_australis",468.4,"NZ_LR134285.1_593/1-277","Streptococcus_australis_rplB"
"997","Streptococcus_bovis",470.8,"NZ_FNJX01000006.1_34/1-276","Streptococcus_bovis_rplB"
"998","Streptococcus_caballi",471.6,"NZ_KB904065.1_32/1-277","Streptococcus_caballi_rplB"
"999","Streptococcus_castoreus",472.4,"NZ_AUKZ01000006.1_90/1-277","Streptococcus_castoreus_rplB"
"1000","Streptococcus_constellatus",467.8,"NZ_UHFC01000002.1_1651/1-277","Streptococcus_constellatus_rplB"
"1001","Streptococcus_cristatus",466.5,"NZ_LS483383.1_79/1-277","Streptococcus_cristatus_rplB"
"1002","Streptococcus_didelphis",468.9,"NZ_KB904201.1_24/1-276","Streptococcus_didelphis_rplB"
"1003","Streptococcus_downei",471.2,"NZ_UHFA01000002.1_430/1-277","Streptococcus_downei_rplB"
"1004","Streptococcus_dysgalactiae",472.4,"NZ_AP023394.1_53/1-277","Streptococcus_dysgalactiae_rplB"
"1005","Streptococcus_equi",469.5,"NZ_CP065061.1_57/1-277","Streptococcus_equi_rplB"
"1006","Streptococcus_equinus",470.8,"NZ_FNJX01000006.1_34/1-276","Streptococcus_equinus_rplB"
"1007","Streptococcus_gallolyticus",472.4,"NZ_CP054015.1_821/1-276","Streptococcus_gallolyticus_rplB"
"1008","Streptococcus_gordonii",466.5,"NZ_LR594049.1_1912/1-277","Streptococcus_gordonii_rplB"
"1009","Streptococcus_henryi",471.9,"NZ_FMXP01000012.1_27/1-277","Streptococcus_henryi_rplB"
"1010","Streptococcus_hyovaginalis",471,"NZ_ATVP01000013.1_25/1-277","Streptococcus_hyovaginalis_rplB"
"1011","Streptococcus_infantarius",471.9,"NZ_CP065994.1_1055/1-276","Streptococcus_infantarius_rplB"
"1012","Streptococcus_infantis",467.4,"NZ_JAHZPZ010000004.1_96/1-277","Streptococcus_infantis_rplB"
"1013","Streptococcus_intermedius",466.9,"NZ_LS483436.1_1669/1-277","Streptococcus_intermedius_rplB"
"1014","Streptococcus_lutetiensis",470.7,"NZ_LS483403.1_51/1-276","Streptococcus_lutetiensis_rplB"
"1015","Streptococcus_merionis",470.4,"NZ_LT906439.1_1659/1-277","Streptococcus_merionis_rplB"
"1016","Streptococcus_mitis",466.6,"NZ_JYGP01000002.1_1270/1-277","Streptococcus_mitis_rplB"
"1017","Streptococcus_mutans",468.1,"NZ_CP044221.1_1340/1-277","Streptococcus_mutans_rplB"
"1018","Streptococcus_oligofermentans",466.5,"NZ_LS483383.1_79/1-277","Streptococcus_oligofermentans_rplB"
"1019","Streptococcus_oralis",467.4,"NZ_LR134336.1_1627/1-277","Streptococcus_oralis_rplB"
"1020","Streptococcus_ovis",471.6,"NZ_KB904566.1_25/1-277","Streptococcus_ovis_rplB"
"1021","Streptococcus_parasanguinis",468.5,"NZ_JVGP01000035.1_99/1-277","Streptococcus_parasanguinis_rplB"
"1022","Streptococcus_parauberis",468,"NZ_CP025420.1_2067/1-276","Streptococcus_parauberis_rplB"
"1023","Streptococcus_peroris",466.2,"NZ_GL732463.1_61/1-277","Streptococcus_peroris_rplB"
"1024","Streptococcus_pleomorphus",463.4,"NZ_UHFX01000003.1_1139/1-276","Streptococcus_pleomorphus_rplB"
"1025","Streptococcus_plurextorum",470.7,"NZ_AUIO01000010.1_25/1-277","Streptococcus_plurextorum_rplB"
"1026","Streptococcus_pneumoniae",466.6,"NZ_CP020549.1_252/1-277","Streptococcus_pneumoniae_rplB"
"1027","Streptococcus_porci",471.6,"NZ_AUIP01000016.1_60/1-277","Streptococcus_porci_rplB"
"1028","Streptococcus_pseudopneumoniae",467.4,"NC_015875.1_338/1-277","Streptococcus_pseudopneumoniae_rplB"
"1029","Streptococcus_pyogenes",472.4,"NZ_LS483338.1_48/1-277","Streptococcus_pyogenes_rplB"
"1030","Streptococcus_salivarius",472,"NZ_LR793266.1_1843/1-277","Streptococcus_salivarius_rplB"
"1031","Streptococcus_sanguinis",466.5,"NZ_GL872310.1_138/1-277","Streptococcus_sanguinis_rplB"
"1032","Streptococcus_sobrinus",469.3,"NZ_CP029491.1_78/1-277","Streptococcus_sobrinus_rplB"
"1033","Streptococcus_suis",468.6,"NC_012926.1_71/1-277","Streptococcus_suis_rplB"
"1034","Streptococcus_thoraltensis",470.8,"NZ_KB904596.1_19/1-277","Streptococcus_thoraltensis_rplB"
"1035","Streptococcus_uberis",471.9,"NZ_UHHY01000002.1_551/1-277","Streptococcus_uberis_rplB"
"1036","Streptococcus_vestibularis",470.3,"NZ_JAJDKS010000011.1_34/1-277","Streptococcus_vestibularis_rplB"
"1037","Streptomyces_misionensis",455.5,"NZ_FNTD01000004.1_4329/1-277","Streptomyces_misionensis_rplB"
"1038","Streptomyces_thermoviolaceus",455.2,"NZ_BMVZ01000009.1_186/1-277","Streptomyces_thermoviolaceus_rplB"
"1039","Streptomyces_thermovulgaris",458.7,"NZ_MUME01000080.1_28/1-277","Streptomyces_thermovulgaris_rplB"
"1040","Subdoligranulum-variabile-DSM-15176-MAF-2",452.8,"1_518/1-274","Subdoligranulum-variabile-DSM-15176-MAF-2_rplB"
"1041","Succinatimonas_hippei",439.7,"NZ_GL831077.1_19/1-271","Succinatimonas_hippei_rplB"
"1042","Succinivibrio_dextrinosolvens",430.4,"NZ_CP068345.1_478/1-271","Succinivibrio_dextrinosolvens_rplB"
"1043","Sutterella_parvirubra",463,"NZ_JH604847.1_5/1-274","Sutterella_parvirubra_rplB"
"1044","Sutterella_wadsworthensis",458.7,"NZ_CP068055.1_2001/1-274","Sutterella_wadsworthensis_rplB"
"1045","Tatumella_ptyseos",478.7,"NZ_ATMJ01000062.1_9/1-272","Tatumella_ptyseos_rplB"
"1046","Tetragenococcus_halophilus",465.8,"NZ_CP012047.1_2052/1-277","Tetragenococcus_halophilus_rplB"
"1047","Tetragenococcus_solitarius",466.9,"NZ_BCPY01000011.1_29/1-276","Tetragenococcus_solitarius_rplB"
"1048","Thauera_terpenica",467.7,"NZ_ATJV01000049.1_74/1-274","Thauera_terpenica_rplB"
"1049","Thermomonas_carbonis",459.8,"NZ_BMZL01000002.1_488/1-274","Thermomonas_carbonis_rplB"
"1050","Thermus_scotoductus",467.4,"NZ_PEMR01000060.1_4/1-275","Thermus_scotoductus_rplB"
"1051","Timonella_senegalensis",461.1,"NZ_HE978641.1_88/1-276","Timonella_senegalensis_rplB"
"1052","Tissierella_praeacuta",464,"NZ_UHHZ01000001.1_2366/1-275","Tissierella_praeacuta_rplB"
"1053","Trabulsiella_guamensis",476.6,"NZ_JMTB01000092.1_39/1-272","Trabulsiella_guamensis_rplB"
"1054","Treponema_berlinense",431.8,"NZ_FUXC01000009.1_37/1-273","Treponema_berlinense_rplB"
"1055","Treponema_succinifaciens",418.7,"NC_015385.1_2480/1-273","Treponema_succinifaciens_rplB"
"1056","Tropheryma_whipplei",437.5,"NC_004551.1_257/1-276","Tropheryma_whipplei_rplB"
"1057","Trueperella_bernardiae",462.6,"NZ_PKHY01000004.1_130/1-277","Trueperella_bernardiae_rplB"
"1058","Tsukamurella_spongiae",451.7,"NZ_UHII01000001.1_3488/1-276","Tsukamurella_spongiae_rplB"
"1059","Tumebacillus_permanentifrigoris",473.6,"NZ_QGGL01000022.1_42/1-275","Tumebacillus_permanentifrigoris_rplB"
"1060","Turicibacter_sanguinis",477.6,"NZ_CP053187.1_1016/1-275","Turicibacter_sanguinis_rplB"
"1061","Tyzzerella-nexilis-DSM-1787-MAF-2",463,"1_520/1-277","Tyzzerella-nexilis-DSM-1787-MAF-2_rplB"
"1062","Ureibacillus_thermosphaericus",482.7,"NZ_AJIK01000034.1_11/1-275","Ureibacillus_thermosphaericus_rplB"
"1063","Uruburuella_suis",464.6,"NZ_CP091507.1_2203/1-275","Uruburuella_suis_rplB"
"1064","Varibaculum_cambriense",460.7,"NZ_ATUF01000002.1_414/1-276","Varibaculum_cambriense_rplB"
"1065","Variovorax_boronicumulans",450.6,"NZ_BKDH01000007.1_8/1-273","Variovorax_boronicumulans_rplB"
"1066","Variovorax_paradoxus",449.2,"NZ_BCUT01000001.1_2848/1-273","Variovorax_paradoxus_rplB"
"1067","Veillonella-sp-3-1-44-MAF-2",471.7,"1_1521/1-275","Veillonella-sp-3-1-44-MAF-2_rplB"
"1068","Veillonella-sp-6-1-27-MAF-2",471.7,"1_1555/1-275","Veillonella-sp-6-1-27-MAF-2_rplB"
"1069","Veillonella_atypica",470.7,"NZ_CABKSO010000001.1_1595/1-275","Veillonella_atypica_rplB"
"1070","Veillonella_dispar",471,"NZ_LR134375.1_1541/1-275","Veillonella_dispar_rplB"
"1071","Veillonella_parvula",468.5,"NZ_LT906445.1_1492/1-275","Veillonella_parvula_rplB"
"1072","Veillonella_ratti",472,"NZ_RQUX01000025.1_36/1-275","Veillonella_ratti_rplB"
"1073","Veillonella_rogosae",470.5,"NZ_PPCX01000011.1_116/1-275","Veillonella_rogosae_rplB"
"1074","Vibrio_cincinnatiensis",477.5,"NZ_UHIE01000003.1_248/1-273","Vibrio_cincinnatiensis_rplB"
"1075","Vibrio_fluvialis",478.9,"NZ_CP014035.2_2769/1-273","Vibrio_fluvialis_rplB"
"1076","Vibrio_furnissii",478.6,"NZ_CP040990.1_132/1-273","Vibrio_furnissii_rplB"
"1077","Vibrio_mimicus",479.9,"NZ_ADAF01000001.1_153/1-273","Vibrio_mimicus_rplB"
"1078","Vibrio_natriegens",478.4,"NZ_CP009977.1_2322/1-273","Vibrio_natriegens_rplB"
"1079","Vibrio_parahaemolyticus",478.2,"NC_004603.1_247/1-273","Vibrio_parahaemolyticus_rplB"
"1080","Victivallis_vadensis",428,"NZ_QEKH01000026.1_26/1-275","Victivallis_vadensis_rplB"
"1081","Virgibacillus_proomii",479.2,"NZ_FUFN01000010.1_34/1-275","Virgibacillus_proomii_rplB"
"1082","Wautersiella_falsenii",419.9,"NZ_CP040908.1_412/1-273","Wautersiella_falsenii_rplB"
"1083","Weissella_cibaria",462.8,"NZ_CP013934.1_366/1-276","Weissella_cibaria_rplB"
"1084","Weissella_confusa",462.8,"NZ_CP027563.1_293/1-276","Weissella_confusa_rplB"
"1085","Weissella_paramesenteroides",457.2,"NZ_CP065046.1_1115/1-277","Weissella_paramesenteroides_rplB"
"1086","Weissella_viridescens",458.7,"NZ_RHGY01000001.1_197/1-276","Weissella_viridescens_rplB"
"1087","Yersinia_aleksiciae",479.9,"NZ_CGBL01000005.1_38/1-273","Yersinia_aleksiciae_rplB"
"1088","Yersinia_bercovieri",479.2,"NZ_JAJAVX010000015.1_78/1-273","Yersinia_bercovieri_rplB"
"1089","Yersinia_enterocolitica",479.9,"NZ_CQAE01000008.1_148/1-273","Yersinia_enterocolitica_rplB"
"1090","Yersinia_frederiksenii",479.9,"NZ_KN150731.1_2252/1-273","Yersinia_frederiksenii_rplB"
"1091","Yersinia_kristensenii",480,"NZ_UHIY01000001.1_1044/1-273","Yersinia_kristensenii_rplB"
"1092","Yersinia_pseudotuberculosis",479.9,"NZ_CP009712.1_2813/1-273","Yersinia_pseudotuberculosis_rplB"
"1093","Yersinia_rohdei",479.9,"NZ_CP009787.1_2297/1-273","Yersinia_rohdei_rplB"
"1094","Yokenella_regensburgei",476.6,"NZ_RBIZ01000010.1_38/1-272","Yokenella_regensburgei_rplB"
"1095","Yonghaparkia_alkaliphila",461.4,"NZ_JACGWX010000010.1_7/1-275","Yonghaparkia_alkaliphila_rplB"
