description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Aquincola_tertiaricarbonis_rplB,NZ_JZUE01000001.1_5/1-273,NZ_JZUE01000001.1_5,275,459.5,1.2e-138,9.3,273,459.4,2.4e-142,1.4e-138,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Aquincola_tertiaricarbonis_rplB.domtblout
Arcanobacterium_haemolyticum_rplB,NZ_LS483427.1_638/1-276,NZ_LS483427.1_638,279,464.0,1.8e-140,10.2,276,463.8,1.1e-143,2e-140,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arcanobacterium_haemolyticum_rplB.domtblout
Arcanobacterium_pyogenes_rplB,NZ_CP007519.1_928/1-277,NZ_CP007519.1_928,280,461.4,1.2e-139,7.1,277,461.3,6.3e-143,1.3e-139,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arcanobacterium_pyogenes_rplB.domtblout
Arcobacter_butzleri_rplB,NC_017187.1_705/1-274,NC_017187.1_705,276,432.7,7.2e-131,6.4,274,432.5,3.7e-134,8e-131,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arcobacter_butzleri_rplB.domtblout
Arcobacter_cryaerophilus_rplB,NZ_CP032823.1_609/1-274,NZ_CP032823.1_609,276,428.5,1.3e-129,6.2,274,428.4,6.9e-133,1.4e-129,6.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arcobacter_cryaerophilus_rplB.domtblout
Arthrobacter_albus_rplB,NZ_PKGR01000013.1_37/1-277,NZ_PKGR01000013.1_37,280,460.3,2.4e-139,10.9,277,460.2,1.4e-142,2.6e-139,10.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arthrobacter_albus_rplB.domtblout
Arthrobacter_castelli_rplB,NZ_AUMN01000017.1_43/1-277,NZ_AUMN01000017.1_43,280,434.4,4.3e-131,11.3,277,434.3,1.1e-134,4.7e-131,11.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arthrobacter_castelli_rplB.domtblout
Arthrobacter_globiformis_rplB,NZ_BAEG01000078.1_45/1-277,NZ_BAEG01000078.1_45,280,452.8,1.1e-136,10.7,277,452.7,2.7e-140,1.2e-136,10.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arthrobacter_globiformis_rplB.domtblout
Arthrobacter_oxydans_rplB,NZ_JABTYH010000007.1_73/1-277,NZ_JABTYH010000007.1_73,280,446.1,1.2e-134,11.0,277,445.9,3e-138,1.3e-134,11.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arthrobacter_oxydans_rplB.domtblout
Arthrobacter_polychromogenes_rplB,NZ_BMKU01000003.1_220/1-277,NZ_BMKU01000003.1_220,280,446.1,1.1e-134,11.0,277,445.9,3e-138,1.2e-134,11.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Arthrobacter_polychromogenes_rplB.domtblout
Atopobium_minutum_rplB,NZ_KB822533.1_390/1-276,NZ_KB822533.1_390,278,464.0,1.4e-140,4.7,276,463.9,1e-143,1.6e-140,4.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Atopobium_minutum_rplB.domtblout
Atopobium_parvulum_rplB,NC_013203.1_1153/1-278,NC_013203.1_1153,279,453.4,2.3e-137,4.1,278,453.2,1.8e-140,2.5e-137,4.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Atopobium_parvulum_rplB.domtblout
Atopobium_rimae_rplB,NZ_ACFE01000001.1_457/1-278,NZ_ACFE01000001.1_457,279,456.2,3.4e-138,4.6,278,456.0,2.6e-141,3.8e-138,4.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Atopobium_rimae_rplB.domtblout
Aurantimonas_altamirensis_rplB,NZ_FQZC01000001.1_560/1-277,NZ_FQZC01000001.1_560,279,444.6,3.1e-134,4.9,277,444.4,8.8e-138,3.5e-134,4.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Aurantimonas_altamirensis_rplB.domtblout
Aureimonas_ureilytica_rplB,NZ_BBWT01000072.1_31/1-277,NZ_BBWT01000072.1_31,279,445.6,1.9e-134,3.4,277,445.4,4.4e-138,2.1e-134,3.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Aureimonas_ureilytica_rplB.domtblout
Bacillus_altitudinis_rplB,NZ_CP009108.1_1101/1-277,NZ_CP009108.1_1101,278,487.0,3.4e-147,7.9,277,486.8,2.1e-150,3.8e-147,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_altitudinis_rplB.domtblout
Bacillus_altitudinis_rplB,NZ_CP009108.1_1925/31-95,NZ_CP009108.1_1925,384,17.0,0.00054,0.1,65,16.2,5.3e-07,0.00099,0.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_altitudinis_rplB.domtblout
Bacillus_amyloliquefaciens_rplB,NC_020272.1_3674/1-277,NC_020272.1_3674,278,484.1,2.7e-146,8.3,277,483.9,7.9e-150,3e-146,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_amyloliquefaciens_rplB.domtblout
Bacillus_arsenicus_rplB,NZ_MQMF01000006.1_35/1-275,NZ_MQMF01000006.1_35,277,481.5,1.7e-145,7.4,275,481.4,4.8e-149,1.9e-145,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_arsenicus_rplB.domtblout
Bacillus_atrophaeus_rplB,NZ_CP007640.1_3654/1-277,NZ_CP007640.1_3654,278,484.6,2e-146,7.8,277,484.5,1.1e-149,2.3e-146,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_atrophaeus_rplB.domtblout
Bacillus_atrophaeus_rplB,NZ_CP007640.1_3817/72-130,NZ_CP007640.1_3817,168,14.8,0.003,0.0,59,14.5,1.7e-06,0.0035,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_atrophaeus_rplB.domtblout
Bacillus_badius_rplB,NZ_CP082363.1_117/1-275,NZ_CP082363.1_117,277,487.4,3.1e-147,8.5,275,487.2,8e-151,3.5e-147,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_badius_rplB.domtblout
Bacillus_beijingensis_rplB,NZ_FNAR01000001.1_181/1-275,NZ_FNAR01000001.1_181,277,480.2,3.2e-145,9.9,275,480.1,1.2e-148,3.6e-145,9.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_beijingensis_rplB.domtblout
Bacillus_benzoevorans_rplB,NZ_JACHGK010000023.1_34/1-275,NZ_JACHGK010000023.1_34,277,485.5,1.2e-146,8.0,275,485.3,3e-150,1.4e-146,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_benzoevorans_rplB.domtblout
Bacillus_cereus_rplB,NZ_CP017060.1_111/1-275,NZ_CP017060.1_111,277,485.0,2.2e-146,6.7,275,484.8,4.3e-150,2.4e-146,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_cereus_rplB.domtblout
Bacillus_clausii_rplB,NZ_NPBN01000080.1_35/1-275,NZ_NPBN01000080.1_35,277,489.8,6e-148,6.4,275,489.6,1.5e-151,6.7e-148,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_clausii_rplB.domtblout
Bacillus_endophyticus_rplB,NZ_LWAG01000008.1_34/1-275,NZ_LWAG01000008.1_34,277,487.3,4.1e-147,7.6,275,487.1,8.5e-151,4.5e-147,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_endophyticus_rplB.domtblout
Bacillus_firmus_rplB,NZ_UFTC01000001.1_129/1-275,NZ_UFTC01000001.1_129,277,489.4,8.4e-148,8.6,275,489.2,1.9e-151,9.4e-148,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_firmus_rplB.domtblout
Bacillus_flexus_rplB,NZ_CP060274.1_4120/1-275,NZ_CP060274.1_4120,277,488.1,1.8e-147,8.6,275,487.9,4.8e-151,2.1e-147,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_flexus_rplB.domtblout
Bacillus_fordii_rplB,NZ_KB894708.1_38/1-276,NZ_KB894708.1_38,278,473.4,5.7e-143,8.5,276,473.2,1.5e-146,6.4e-143,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_fordii_rplB.domtblout
Bacillus_halodurans_rplB,NC_002570.2_138/1-275,NC_002570.2_138,277,488.6,1.2e-147,7.2,275,488.5,3.3e-151,1.3e-147,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_halodurans_rplB.domtblout
Bacillus_idriensis_rplB,NZ_CAJFZX010000018.1_43/1-275,NZ_CAJFZX010000018.1_43,277,490.9,3e-148,8.3,275,490.7,6.9e-152,3.3e-148,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_idriensis_rplB.domtblout
Bacillus_infantis_rplB,NC_022524.1_123/1-275,NC_022524.1_123,277,486.2,7.9e-147,8.3,275,486.0,1.8e-150,8.8e-147,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_infantis_rplB.domtblout
Bacillus_licheniformis_rplB,NZ_CP014842.1_4141/1-277,NZ_CP014842.1_4141,278,488.0,2.1e-147,7.8,277,487.8,5.3e-151,2.3e-147,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_licheniformis_rplB.domtblout
Bacillus_marisflavi_rplB,NZ_LGUE01000009.1_39/1-275,NZ_LGUE01000009.1_39,277,482.6,9.1e-146,7.4,275,482.4,2.3e-149,1e-145,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_marisflavi_rplB.domtblout
Bacillus_marseilloanorexicus_rplB,NZ_CABKRX010000030.1_36/1-275,NZ_CABKRX010000030.1_36,277,488.6,1.3e-147,7.8,275,488.5,3.3e-151,1.5e-147,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_marseilloanorexicus_rplB.domtblout
Bacillus_massiliosenegalensis_rplB,NZ_HE978521.1_35/1-275,NZ_HE978521.1_35,277,488.9,1.2e-147,8.2,275,488.7,2.7e-151,1.3e-147,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_massiliosenegalensis_rplB.domtblout
Bacillus_mojavensis_rplB,NZ_CP051464.1_123/1-277,NZ_CP051464.1_123,278,485.9,8.1e-147,8.6,277,485.7,4.5e-150,9.1e-147,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_mojavensis_rplB.domtblout
Bacillus_mojavensis_rplB,NZ_CP051464.1_281/80-130,NZ_CP051464.1_281,168,13.0,0.01,0.0,51,12.8,5.8e-06,0.012,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_mojavensis_rplB.domtblout
Bacillus_mycoides_rplB,NZ_CP035997.1_2623/1-275,NZ_CP035997.1_2623,277,484.7,2.5e-146,6.9,275,484.6,5e-150,2.8e-146,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_mycoides_rplB.domtblout
Bacillus_nealsonii_rplB,NZ_PISE01000012.1_36/1-275,NZ_PISE01000012.1_36,277,483.8,3.9e-146,5.1,275,483.6,2e-149,4.4e-146,5.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_nealsonii_rplB.domtblout
Bacillus_niacini_rplB,NZ_BCVA01000029.1_35/1-275,NZ_BCVA01000029.1_35,277,487.9,2.8e-147,7.7,275,487.8,5.3e-151,3.2e-147,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_niacini_rplB.domtblout
Bacillus_pumilus_rplB,NZ_PTXV01000006.1_44/1-277,NZ_PTXV01000006.1_44,278,486.2,5.7e-147,8.4,277,486.1,3.5e-150,6.4e-147,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_pumilus_rplB.domtblout
Bacillus_pumilus_rplB,NZ_PTXV01000001.1_1722/29-95,NZ_PTXV01000001.1_1722,384,18.2,0.00024,0.1,67,17.2,2.6e-07,0.00048,0.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_pumilus_rplB.domtblout
Bacillus_schlegelii_rplB,NZ_JXBB01000016.1_38/1-275,NZ_JXBB01000016.1_38,276,480.0,3.2e-145,6.0,275,479.8,1.4e-148,3.6e-145,6.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_schlegelii_rplB.domtblout
Bacillus_simplex_rplB,NZ_CP017704.1_2317/1-275,NZ_CP017704.1_2317,277,486.4,7.9e-147,7.0,275,486.2,1.6e-150,8.8e-147,7.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_simplex_rplB.domtblout
Bacillus_siralis_rplB,NZ_SWLZ01000019.1_61/1-275,NZ_SWLZ01000019.1_61,277,489.6,7.3e-148,8.2,275,489.5,1.6e-151,8.1e-148,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_siralis_rplB.domtblout
Bacillus_sonorensis_rplB,NZ_LDIP01000010.1_35/1-277,NZ_LDIP01000010.1_35,278,487.6,2.8e-147,8.3,277,487.4,7e-151,3.1e-147,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_sonorensis_rplB.domtblout
Bacillus_subtilis_rplB,NC_000964.3_122/1-277,NC_000964.3_122,278,486.0,8e-147,8.5,277,485.8,4.2e-150,8.9e-147,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_subtilis_rplB.domtblout
Bacillus_subtilis_rplB,NC_000964.3_285/81-130,NC_000964.3_285,168,16.3,0.0011,0.0,50,16.1,5.8e-07,0.0012,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_subtilis_rplB.domtblout
Bacillus_thermoamylovorans_rplB,NZ_CP023704.1_127/1-275,NZ_CP023704.1_127,277,485.6,9e-147,7.8,275,485.5,2.7e-150,1e-146,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_thermoamylovorans_rplB.domtblout
Bacillus_thuringiensis_rplB,NZ_CM000753.1_105/1-275,NZ_CM000753.1_105,277,485.0,2.4e-146,6.7,275,484.8,4.3e-150,2.7e-146,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_thuringiensis_rplB.domtblout
Bacillus_timonensis_rplB,NZ_CABKRH010000007.1_35/1-275,NZ_CABKRH010000007.1_35,277,482.4,1.1e-145,7.9,275,482.2,2.6e-149,1.2e-145,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_timonensis_rplB.domtblout
Bacillus_vallismortis_rplB,NZ_CP033052.1_266/1-277,NZ_CP033052.1_266,278,485.4,1.1e-146,8.6,277,485.3,6.3e-150,1.2e-146,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_vallismortis_rplB.domtblout
Bacillus_vallismortis_rplB,NZ_CP033052.1_425/81-130,NZ_CP033052.1_425,168,18.5,0.00021,0.0,50,18.2,1.3e-07,0.00026,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacillus_vallismortis_rplB.domtblout
Bacteroides_acidifaciens_rplB,NZ_CAJTFZ010000054.1_28/1-273,NZ_CAJTFZ010000054.1_28,275,435.4,2.3e-131,7.2,273,435.2,5.6e-135,2.6e-131,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_acidifaciens_rplB.domtblout
Bacteroides_barnesiae_rplB,NZ_KB894657.1_30/1-273,NZ_KB894657.1_30,274,436.7,6e-132,5.4,273,436.5,2.2e-135,6.7e-132,5.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_barnesiae_rplB.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_rplB,1_345/1-273,1_345,275,432.3,1.6e-130,6.9,273,432.2,4.8e-134,1.8e-130,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_rplB.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_rplB,1_1692/1-273,1_1692,275,434.3,5.4e-131,7.3,273,434.1,1.2e-134,6e-131,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_rplB.domtblout
Bacteroides_clarus_rplB,NZ_JADNLF010000001.1_476/1-273,NZ_JADNLF010000001.1_476,275,432.0,1.7e-130,6.5,273,431.9,5.8e-134,1.9e-130,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_clarus_rplB.domtblout
Bacteroides_coagulans_rplB,NZ_QEKV01000001.1_169/1-275,NZ_QEKV01000001.1_169,277,468.3,7.6e-142,9.1,275,468.1,5.2e-145,8.4e-142,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_coagulans_rplB.domtblout
Bacteroides_coprocola_rplB,NZ_DS981460.1_103/1-273,NZ_DS981460.1_103,274,436.7,7.7e-132,5.3,273,436.5,2.2e-135,8.6e-132,5.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_coprocola_rplB.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_rplB,1_722/1-273,1_722,274,439.3,1.1e-132,5.2,273,439.2,3.5e-136,1.2e-132,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_rplB.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_rplB,1_1581/1-273,1_1581,274,438.7,2.3e-132,5.8,273,438.5,5.5e-136,2.5e-132,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_rplB.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_rplB,1_802/1-273,1_802,274,438.7,2.3e-132,5.8,273,438.5,5.5e-136,2.6e-132,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_rplB.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_rplB,1_228/1-273,1_228,275,432.1,1.8e-130,6.5,273,431.9,5.7e-134,2e-130,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_rplB.domtblout
Bacteroides_faecichinchillae_rplB,NZ_FQVD01000026.1_30/1-273,NZ_FQVD01000026.1_30,275,433.6,7.2e-131,7.2,273,433.4,2e-134,8.1e-131,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_faecichinchillae_rplB.domtblout
Bacteroides_faecis_rplB,NZ_CP081916.1_423/1-273,NZ_CP081916.1_423,275,431.5,3.8e-130,8.3,273,431.4,8.2e-134,4.2e-130,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_faecis_rplB.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_rplB,1_1118/1-273,1_1118,275,433.9,5.8e-131,7.1,273,433.8,1.6e-134,6.5e-131,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_rplB.domtblout
Bacteroides_fluxus_rplB,NZ_GL882630.1_64/1-273,NZ_GL882630.1_64,275,432.1,1.8e-130,6.6,273,431.9,5.6e-134,2e-130,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_fluxus_rplB.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_rplB,1_327/1-273,1_327,275,433.8,6.5e-131,6.7,273,433.7,1.6e-134,7.2e-131,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_rplB.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_rplB,1_394/1-273,1_394,275,432.6,1.7e-130,7.1,273,432.4,4e-134,1.9e-130,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_rplB.domtblout
Bacteroides_fragilis_rplB,NZ_CP069563.1_3124/1-273,NZ_CP069563.1_3124,275,433.8,6.5e-131,6.7,273,433.7,1.6e-134,7.2e-131,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_fragilis_rplB.domtblout
Bacteroides_gallinarum_rplB,NZ_KB894134.1_48/1-273,NZ_KB894134.1_48,275,432.9,1.2e-130,6.6,273,432.8,3.1e-134,1.3e-130,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_gallinarum_rplB.domtblout
Bacteroides_graminisolvens_rplB,NZ_ATZI01000013.1_62/1-273,NZ_ATZI01000013.1_62,275,431.0,3.2e-130,6.3,273,430.9,1.2e-133,3.6e-130,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_graminisolvens_rplB.domtblout
Bacteroides-intestinalis-DSM-17393-MAF-2_rplB,1_1516/1-273,1_1516,275,433.9,6.7e-131,6.5,273,433.7,1.6e-134,7.4e-131,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-intestinalis-DSM-17393-MAF-2_rplB.domtblout
Bacteroides_massiliensis_rplB,NZ_JADMUT010000010.1_65/1-273,NZ_JADMUT010000010.1_65,274,437.7,3.5e-132,5.2,273,437.5,1.1e-135,3.9e-132,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_massiliensis_rplB.domtblout
Bacteroides_nordii_rplB,NZ_CP082886.1_3186/1-273,NZ_CP082886.1_3186,275,432.0,2.4e-130,7.5,273,431.8,6.1e-134,2.7e-130,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_nordii_rplB.domtblout
Bacteroides_oleiciplenus_rplB,NZ_CABKRN010000007.1_220/1-273,NZ_CABKRN010000007.1_220,275,434.2,6.5e-131,7.5,273,434.0,1.3e-134,7.3e-131,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_oleiciplenus_rplB.domtblout
Bacteroides-ovatus-ATCC-8483-MAF-2_rplB,1_554/1-273,1_554,275,432.3,2.1e-130,6.9,273,432.2,4.8e-134,2.3e-130,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-ovatus-ATCC-8483-MAF-2_rplB.domtblout
Bacteroides-pectinophilus-ATCC-43243-MAF-2_rplB,1_2463/1-277,1_2463,281,464.0,2.8e-140,7.0,277,463.8,1.1e-143,3.1e-140,7.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-pectinophilus-ATCC-43243-MAF-2_rplB.domtblout
Bacteroides-plebeius-DSM-17135-MAF-2_rplB,1_1097/1-273,1_1097,274,438.1,2.8e-132,5.3,273,437.9,8.5e-136,3.1e-132,5.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-plebeius-DSM-17135-MAF-2_rplB.domtblout
Bacteroides_pyogenes_rplB,NZ_VKLY01000003.1_90/1-273,NZ_VKLY01000003.1_90,275,434.6,2.4e-131,7.7,273,434.5,9.4e-135,2.7e-131,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_pyogenes_rplB.domtblout
Bacteroides-rodentium-JCM-16496-MAF-2_rplB,1_1225/1-273,1_1225,275,430.9,4.7e-130,6.8,273,430.8,1.3e-133,5.3e-130,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-rodentium-JCM-16496-MAF-2_rplB.domtblout
Bacteroides_salanitronis_rplB,NC_015164.1_2047/1-273,NC_015164.1_2047,274,438.5,2.1e-132,5.2,273,438.3,6.2e-136,2.3e-132,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_salanitronis_rplB.domtblout
Bacteroides_salyersiae_rplB,NZ_CYXS01000013.1_43/1-273,NZ_CYXS01000013.1_43,275,432.0,2.3e-130,7.5,273,431.8,6.1e-134,2.6e-130,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_salyersiae_rplB.domtblout
Bacteroides_sartorii_rplB,NZ_JABVZU010000003.1_3221/1-273,NZ_JABVZU010000003.1_3221,274,438.7,2.4e-132,5.8,273,438.5,5.5e-136,2.6e-132,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides_sartorii_rplB.domtblout
Bacteroides-sp-3-1-19-MAF-2_rplB,1_2616/1-273,1_2616,275,438.9,1.9e-132,10.1,273,438.7,4.8e-136,2.1e-132,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-sp-3-1-19-MAF-2_rplB.domtblout
Bacteroides-sp-9-1-42FAA-MAF-2_rplB,1_937/1-273,1_937,274,438.7,2.3e-132,5.8,273,438.5,5.5e-136,2.6e-132,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Bacteroides-sp-9-1-42FAA-MAF-2_rplB.domtblout
