"","strain","hit_score.atoA","hit_id.atoA","description.atoA","hit_score.atoD","hit_id.atoD","description.atoD","hit_score.bcd","hit_id.bcd","description.bcd","hit_score.kce","hit_id.kce","description.kce","hit_score.kal","hit_id.kal","description.kal","hit_score.kamA","hit_id.kamA","description.kamA","hit_score.kamD","hit_id.kamD","description.kamD","hit_score.kamE","hit_id.kamE","description.kamE","hit_score.kdd","hit_id.kdd","description.kdd","pathway","hit_score.thl","hit_id.thl","description.thl","hit_score.cro","hit_id.cro","description.cro","hit_score.hbd","hit_id.hbd","description.hbd","hit_score.ptb","hit_id.ptb","description.ptb","hit_score.buk","hit_id.buk","description.buk","hit_score.but","hit_id.but","description.but","hit_score.gcdA","hit_id.gcdA","description.gcdA","hit_score.gcdB","hit_id.gcdB","description.gcdB","hit_score.gctA","hit_id.gctA","description.gctA","hit_score.gctB","hit_id.gctB","description.gctB","hit_score.hgdA","hit_id.hgdA","description.hgdA","hit_score.hgdB","hit_id.hgdB","description.hgdB","hit_score.hgdC","hit_id.hgdC","description.hgdC","hit_score.abfD","hit_id.abfD","description.abfD","hit_score.abfT","hit_id.abfT","description.abfT","hit_score.abfH","hit_id.abfH","description.abfH"
"116","Clostridium_tyrobutyricum",NA,NA,NA,NA,NA,NA,790.9,"NZ_CP014170.1_1350/1-566","Clostridium_tyrobutyricum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",736.9,"NZ_CP014170.1_143/1-393","Clostridium_tyrobutyricum_thl",498.3,"NZ_CP014170.1_2568/1-259","Clostridium_tyrobutyricum_cro",485.9,"NZ_CP014170.1_2564/1-282","Clostridium_tyrobutyricum_hbd",NA,NA,NA,NA,NA,NA,453.2,"NZ_CP014170.1_618/1-427","Clostridium_tyrobutyricum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Clostridium_ventriculi",NA,NA,NA,NA,NA,NA,781,"NZ_CABIXL010000008.1_33/1-378","Clostridium_ventriculi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",614,"NZ_CABIXL010000008.1_35/1-400","Clostridium_ventriculi_thl",517.4,"NZ_CABIXL010000008.1_34/1-260","Clostridium_ventriculi_cro",491.2,"NZ_CABIXL010000008.1_36/1-281","Clostridium_ventriculi_hbd",454,"NZ_CABIXL010000007.1_52/1-300","Clostridium_ventriculi_ptb",586,"NZ_CABIXL010000007.1_53/1-356","Clostridium_ventriculi_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Clostridium_vincentii",NA,NA,NA,NA,NA,NA,778.5,"NZ_PVXQ01000013.1_45/1-378","Clostridium_vincentii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",743.5,"NZ_PVXQ01000009.1_52/1-393","Clostridium_vincentii_thl",512.3,"NZ_PVXQ01000013.1_44/1-260","Clostridium_vincentii_cro",486.8,"NZ_PVXQ01000013.1_48/1-282","Clostridium_vincentii_hbd",474.6,"NZ_PVXQ01000006.1_78/1-301","Clostridium_vincentii_ptb",586.2,"NZ_PVXQ01000006.1_79/1-355","Clostridium_vincentii_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Coprococcus-comes-ATCC-27758-MAF-2",NA,NA,NA,NA,NA,NA,744.6,"1_860/1-383","Coprococcus-comes-ATCC-27758-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",722,"1_857/1-392","Coprococcus-comes-ATCC-27758-MAF-2_thl",484.5,"1_858/1-251","Coprococcus-comes-ATCC-27758-MAF-2_cro",438.6,"1_859/1-285","Coprococcus-comes-ATCC-27758-MAF-2_hbd",447.8,"1_856/1-299","Coprococcus-comes-ATCC-27758-MAF-2_ptb",578.5,"1_855/1-356","Coprococcus-comes-ATCC-27758-MAF-2_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Coprococcus-eutactus-ATCC-27759-MAF-2",NA,NA,NA,NA,NA,NA,736.8,"1_1393/1-388","Coprococcus-eutactus-ATCC-27759-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",665.8,"1_1396/1-391","Coprococcus-eutactus-ATCC-27759-MAF-2_thl",470.4,"1_1395/1-261","Coprococcus-eutactus-ATCC-27759-MAF-2_cro",438.9,"1_1394/1-285","Coprococcus-eutactus-ATCC-27759-MAF-2_hbd",446.1,"1_1084/1-305","Coprococcus-eutactus-ATCC-27759-MAF-2_ptb",558.2,"1_1085/1-355","Coprococcus-eutactus-ATCC-27759-MAF-2_buk",692.4,"1_2167/3-445","Coprococcus-eutactus-ATCC-27759-MAF-2_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Coprococcus_catus",NA,NA,NA,NA,NA,NA,694.3,"NZ_JAAXCM010000020.1_136/1-383","Coprococcus_catus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",713.4,"NZ_JAAXCM010000020.1_342/1-393","Coprococcus_catus_thl",490.8,"NZ_JAAXCM010000023.1_49/1-256","Coprococcus_catus_cro",448.3,"NZ_JAAXCM010000049.1_10/1-278","Coprococcus_catus_hbd",NA,NA,NA,NA,NA,NA,806.4,"NZ_JAAXCM010000031.1_64/1-445","Coprococcus_catus_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Desemzia_incerta",NA,NA,NA,NA,NA,NA,438.9,"NZ_FOXW01000006.1_20/3-379","Desemzia_incerta_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",700.9,"NZ_FOXW01000006.1_21/1-393","Desemzia_incerta_thl",474,"NZ_FOXW01000006.1_18/1-260","Desemzia_incerta_cro",461,"NZ_FOXW01000006.1_19/1-283","Desemzia_incerta_hbd",NA,NA,NA,NA,NA,NA,384,"NZ_FOXW01000006.1_17/5-430","Desemzia_incerta_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Desulfitobacterium_frappieri",NA,NA,NA,NA,NA,NA,720.1,"NC_011830.1_2837/1-379","Desulfitobacterium_frappieri_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",691.8,"NC_011830.1_607/1-391","Desulfitobacterium_frappieri_thl",455,"NC_011830.1_2830/1-260","Desulfitobacterium_frappieri_cro",465.5,"NC_011830.1_2671/1-279","Desulfitobacterium_frappieri_hbd",413.5,"NC_011830.1_3514/2-297","Desulfitobacterium_frappieri_ptb",495.1,"NC_011830.1_3515/6-358","Desulfitobacterium_frappieri_buk",721.6,"NC_011830.1_2832/4-444","Desulfitobacterium_frappieri_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Eisenbergiella_tayi",NA,NA,NA,NA,NA,NA,928.6,"NZ_MCGI01000003.1_434/1-634","Eisenbergiella_tayi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",697.5,"NZ_MCGI01000003.1_102/1-392","Eisenbergiella_tayi_thl",472.2,"NZ_MCGI01000003.1_101/1-251","Eisenbergiella_tayi_cro",444.9,"NZ_MCGI01000003.1_100/1-279","Eisenbergiella_tayi_hbd",435.5,"NZ_MCGI01000003.1_69/1-305","Eisenbergiella_tayi_ptb",557.4,"NZ_MCGI01000003.1_70/1-355","Eisenbergiella_tayi_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Empedobacter_falsenii",NA,NA,NA,NA,NA,NA,619.5,"NZ_CP040908.1_2500/1-377","Empedobacter_falsenii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",550.6,"NZ_CP040908.1_852/1-391","Empedobacter_falsenii_thl",421.4,"NZ_CP040908.1_200/1-258","Empedobacter_falsenii_cro",437.2,"NZ_CP040908.1_2890/1-289","Empedobacter_falsenii_hbd",NA,NA,NA,NA,NA,NA,392.1,"NZ_CP040908.1_2249/2-414","Empedobacter_falsenii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Eubacterium-ventriosum-ATCC-27560-MAF-2",NA,NA,NA,NA,NA,NA,736.9,"1_1323/1-385","Eubacterium-ventriosum-ATCC-27560-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",708.9,"1_1320/1-393","Eubacterium-ventriosum-ATCC-27560-MAF-2_thl",475.8,"1_1321/1-253","Eubacterium-ventriosum-ATCC-27560-MAF-2_cro",440.2,"1_1322/1-285","Eubacterium-ventriosum-ATCC-27560-MAF-2_hbd",437,"1_1333/1-301","Eubacterium-ventriosum-ATCC-27560-MAF-2_ptb",576.3,"1_1332/1-355","Eubacterium-ventriosum-ATCC-27560-MAF-2_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Eubacterium_barkeri",NA,NA,NA,NA,NA,NA,912.4,"NZ_FNOU01000003.1_109/1-634","Eubacterium_barkeri_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",678.1,"NZ_FNOU01000001.1_171/1-394","Eubacterium_barkeri_thl",451,"NZ_FNOU01000001.1_172/1-253","Eubacterium_barkeri_cro",431.3,"NZ_FNOU01000001.1_173/1-279","Eubacterium_barkeri_hbd",372.2,"NZ_FNOU01000018.1_67/4-302","Eubacterium_barkeri_ptb",NA,NA,NA,798.1,"NZ_FNOU01000001.1_182/1-449","Eubacterium_barkeri_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Eubacterium_callanderi",NA,NA,NA,NA,NA,NA,912.6,"NC_014624.2_1332/1-636","Eubacterium_callanderi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",689.9,"NC_014624.2_480/1-392","Eubacterium_callanderi_thl",476.7,"NC_014624.2_3393/1-256","Eubacterium_callanderi_cro",433,"NC_014624.2_482/1-279","Eubacterium_callanderi_hbd",377.5,"NC_014624.2_737/8-299","Eubacterium_callanderi_ptb",NA,NA,NA,806.1,"NC_014624.2_2517/1-448","Eubacterium_callanderi_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Eubacterium_cellulosolvens",NA,NA,NA,NA,NA,NA,703.2,"NZ_KK211310.1_36/1-390","Eubacterium_cellulosolvens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",695.9,"NZ_KK211310.1_39/1-394","Eubacterium_cellulosolvens_thl",458.3,"NZ_KK211310.1_38/1-261","Eubacterium_cellulosolvens_cro",408.8,"NZ_KK211310.1_37/1-285","Eubacterium_cellulosolvens_hbd",NA,NA,NA,NA,NA,NA,783.2,"NZ_KK211310.1_40/1-448","Eubacterium_cellulosolvens_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Eubacterium_contortum",NA,NA,NA,NA,NA,NA,480,"NZ_CABKUE010000008.1_839/6-376","Eubacterium_contortum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",569.9,"NZ_CABKUE010000006.1_153/1-392","Eubacterium_contortum_thl",343.1,"NZ_CABKUE010000008.1_840/1-255","Eubacterium_contortum_cro",412.8,"NZ_CABKUE010000006.1_152/1-279","Eubacterium_contortum_hbd",327,"NZ_CABKUE010000008.1_832/2-300","Eubacterium_contortum_ptb",383.2,"NZ_CABKUE010000008.1_836/2-363","Eubacterium_contortum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Eubacterium_desmolans",NA,NA,NA,NA,NA,NA,910.6,"NZ_JNJN01000015.1_25/1-635","Eubacterium_desmolans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",625.7,"NZ_JNJN01000008.1_46/2-394","Eubacterium_desmolans_thl",427.2,"NZ_JNJN01000008.1_45/3-271","Eubacterium_desmolans_cro",421.3,"NZ_JNJN01000008.1_44/1-285","Eubacterium_desmolans_hbd",NA,NA,NA,NA,NA,NA,800.7,"NZ_JNJN01000008.1_54/1-445","Eubacterium_desmolans_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Eubacterium_hadrum",NA,NA,NA,NA,NA,NA,754.7,"NC_021016.1_1024/1-383","Eubacterium_hadrum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",702.6,"NC_021016.1_1021/1-393","Eubacterium_hadrum_thl",484.6,"NC_021016.1_1567/1-256","Eubacterium_hadrum_cro",451.7,"NC_021016.1_1023/1-279","Eubacterium_hadrum_hbd",NA,NA,NA,NA,NA,NA,810.4,"NC_021016.1_1029/1-446","Eubacterium_hadrum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Eubacterium_hallii",NA,NA,NA,NA,NA,NA,763.2,"NZ_QSID01000006.1_105/1-377","Eubacterium_hallii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",698.4,"NZ_QSID01000014.1_1/1-392","Eubacterium_hallii_thl",476.5,"NZ_QSID01000014.1_2/1-255","Eubacterium_hallii_cro",440.9,"NZ_QSID01000014.1_3/1-279","Eubacterium_hallii_hbd",NA,NA,NA,NA,NA,NA,818.7,"NZ_QSID01000014.1_10/1-446","Eubacterium_hallii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Eubacterium_limosum",NA,NA,NA,NA,NA,NA,915.6,"NZ_CP019962.1_2912/1-636","Eubacterium_limosum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",690.4,"NZ_CP019962.1_246/1-392","Eubacterium_limosum_thl",484.3,"NZ_CP019962.1_1509/1-256","Eubacterium_limosum_cro",433,"NZ_CP019962.1_244/1-279","Eubacterium_limosum_hbd",377.7,"NZ_CP019962.1_2367/8-299","Eubacterium_limosum_ptb",NA,NA,NA,807.3,"NZ_CP019962.1_4080/1-448","Eubacterium_limosum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Eubacterium_moniliforme",NA,NA,NA,NA,NA,NA,788.2,"NZ_JAGGJZ010000010.1_11/1-377","Eubacterium_moniliforme_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",754.5,"NZ_JAGGJZ010000009.1_18/1-392","Eubacterium_moniliforme_thl",509.3,"NZ_JAGGJZ010000010.1_10/1-260","Eubacterium_moniliforme_cro",495.9,"NZ_JAGGJZ010000010.1_14/1-282","Eubacterium_moniliforme_hbd",480.1,"NZ_JAGGJZ010000004.1_113/1-300","Eubacterium_moniliforme_ptb",591.2,"NZ_JAGGJZ010000004.1_114/1-355","Eubacterium_moniliforme_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Eubacterium_oxidoreducens",NA,NA,NA,NA,NA,NA,754.4,"NZ_FMXR01000009.1_68/1-383","Eubacterium_oxidoreducens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",651.4,"NZ_FMXR01000009.1_70/1-396","Eubacterium_oxidoreducens_thl",463.6,"NZ_FMXR01000009.1_39/1-261","Eubacterium_oxidoreducens_cro",450.9,"NZ_FMXR01000009.1_69/3-278","Eubacterium_oxidoreducens_hbd",NA,NA,NA,NA,NA,NA,647.4,"NZ_FMXR01000018.1_61/1-445","Eubacterium_oxidoreducens_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Eubacterium_ramulus",NA,NA,NA,NA,NA,NA,741.5,"NZ_CYYA01000021.1_23/1-388","Eubacterium_ramulus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",682.8,"NZ_CYYA01000017.1_3/1-394","Eubacterium_ramulus_thl",479.6,"NZ_CYYA01000004.1_24/1-257","Eubacterium_ramulus_cro",438.8,"NZ_CYYA01000017.1_2/1-279","Eubacterium_ramulus_hbd",418.5,"NZ_CYYA01000005.1_130/3-304","Eubacterium_ramulus_ptb",508.5,"NZ_CYYA01000008.1_40/2-352","Eubacterium_ramulus_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Eubacterium_rectale",NA,NA,NA,NA,NA,NA,739.8,"CP092643.1_638/1-388","Eubacterium_rectale_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",691,"CP092643.1_636/1-393","Eubacterium_rectale_thl",447.2,"CP092643.1_876/1-265","Eubacterium_rectale_cro",434.7,"CP092643.1_637/1-285","Eubacterium_rectale_hbd",NA,NA,NA,NA,NA,NA,823,"CP092643.1_2723/1-446","Eubacterium_rectale_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Eubacterium_ruminantium",NA,NA,NA,NA,NA,NA,739.1,"NZ_FUXA01000003.1_34/1-388","Eubacterium_ruminantium_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",678.1,"NZ_FUXA01000003.1_37/1-391","Eubacterium_ruminantium_thl",451.8,"NZ_FUXA01000003.1_36/1-266","Eubacterium_ruminantium_cro",427.6,"NZ_FUXA01000003.1_35/3-279","Eubacterium_ruminantium_hbd",445.7,"NZ_FUXA01000008.1_69/1-305","Eubacterium_ruminantium_ptb",565.4,"NZ_FUXA01000008.1_68/2-355","Eubacterium_ruminantium_buk",686.6,"NZ_FUXA01000006.1_16/4-445","Eubacterium_ruminantium_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Eubacterium_xylanophilum",NA,NA,NA,NA,NA,NA,753.3,"NZ_KI912471.1_73/1-383","Eubacterium_xylanophilum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",689.8,"NZ_KI912471.1_70/13-408","Eubacterium_xylanophilum_thl",465.3,"NZ_KI912471.1_71/1-262","Eubacterium_xylanophilum_cro",430,"NZ_KI912471.1_72/1-279","Eubacterium_xylanophilum_hbd",436.3,"NZ_JAEB01000001.1_216/1-302","Eubacterium_xylanophilum_ptb",551.9,"NZ_JAEB01000001.1_217/1-355","Eubacterium_xylanophilum_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Facklamia_tabacinasalis",NA,NA,NA,NA,NA,NA,339,"NZ_VBSP01000019.1_4/2-371","Facklamia_tabacinasalis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",671.6,"NZ_VBSP01000019.1_5/1-392","Facklamia_tabacinasalis_thl",461.1,"NZ_VBSP01000019.1_2/2-261","Facklamia_tabacinasalis_cro",435,"NZ_VBSP01000019.1_3/1-285","Facklamia_tabacinasalis_hbd",NA,NA,NA,NA,NA,NA,382.7,"NZ_VBSP01000019.1_1/5-427","Facklamia_tabacinasalis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Faecalibacterium_prausnitzii",NA,NA,NA,NA,NA,NA,903.7,"NZ_CP030777.1_2139/1-636","Faecalibacterium_prausnitzii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",668.2,"NZ_CP030777.1_1225/1-404","Faecalibacterium_prausnitzii_thl",446.4,"NZ_CP030777.1_1226/2-259","Faecalibacterium_prausnitzii_cro",435.4,"NZ_CP030777.1_1227/1-285","Faecalibacterium_prausnitzii_hbd",NA,NA,NA,NA,NA,NA,795.4,"NZ_CP030777.1_1223/1-447","Faecalibacterium_prausnitzii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Flavobacterium_cheniae",NA,NA,NA,NA,NA,NA,630.3,"NZ_VLKM01000016.1_10/1-378","Flavobacterium_cheniae_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",548.3,"NZ_VLKM01000001.1_208/1-391","Flavobacterium_cheniae_thl",398,"NZ_VLKM01000005.1_74/1-258","Flavobacterium_cheniae_cro",423.4,"NZ_VLKM01000004.1_225/1-291","Flavobacterium_cheniae_hbd",NA,NA,NA,NA,NA,NA,372.2,"NZ_VLKM01000003.1_12/3-413","Flavobacterium_cheniae_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Fusobacterium_mortiferum",NA,NA,NA,NA,NA,NA,931,"NZ_CAEUHP010000001.1_1617/1-637","Fusobacterium_mortiferum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",695.2,"NZ_CAEUHP010000001.1_1889/1-393","Fusobacterium_mortiferum_thl",469.7,"NZ_CAEUHP010000001.1_1890/1-257","Fusobacterium_mortiferum_cro",455,"NZ_CAEUHP010000001.1_1891/1-279","Fusobacterium_mortiferum_hbd",NA,NA,NA,NA,NA,NA,749.2,"NZ_CAEUHP010000001.1_1255/3-442","Fusobacterium_mortiferum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Fusobacterium_necrogenes",NA,NA,NA,NA,NA,NA,930.4,"NZ_UGGU01000003.1_1271/1-637","Fusobacterium_necrogenes_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",699.8,"NZ_UGGU01000003.1_932/9-406","Fusobacterium_necrogenes_thl",464.9,"NZ_UGGU01000003.1_933/1-257","Fusobacterium_necrogenes_cro",452.8,"NZ_UGGU01000003.1_934/1-279","Fusobacterium_necrogenes_hbd",NA,NA,NA,NA,NA,NA,749.5,"NZ_UGGU01000003.1_1301/4-442","Fusobacterium_necrogenes_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Gemmiger_formicilis",NA,NA,NA,NA,NA,NA,718.4,"NZ_CABIYV010000002.1_99/1-389","Gemmiger_formicilis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",664.9,"NZ_CABIYV010000002.1_96/1-403","Gemmiger_formicilis_thl",445.9,"NZ_CABIYV010000002.1_97/1-260","Gemmiger_formicilis_cro",427.4,"NZ_CABIYV010000002.1_98/1-285","Gemmiger_formicilis_hbd",428.2,"NZ_CABIYV010000002.1_94/2-298","Gemmiger_formicilis_ptb",565.7,"NZ_CABIYV010000002.1_93/2-355","Gemmiger_formicilis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
